,0
37.51734308835428,127.03428830948259
37.500022580278596,127.04028830948259
37.51734308835428,127.03428830948259
37.49655847866346,127.03428830948259
37.49655847866346,127.0382883094826
37.51734308835428,127.0262883094826
37.51734308835428,127.0262883094826
37.50348668189373,127.0262883094826
37.50348668189373,127.0262883094826
37.51734308835428,127.0382883094826
37.513878986739144,127.05228830948259
37.513878986739144,127.0442883094826
37.50348668189373,127.04628830948259
37.52080718996942,127.0482883094826
37.52080718996942,127.05228830948259
37.52080718996942,127.05228830948259
37.52080718996942,127.0482883094826
37.524271291584554,127.0502883094826
37.524271291584554,127.0502883094826
37.51041488512401,127.0422883094826
37.50348668189373,127.03428830948259
37.51734308835428,127.0382883094826
37.50695078350887,127.0442883094826
37.50348668189373,127.0382883094826
37.513878986739144,127.0442883094826
37.51734308835428,127.03428830948259
37.50695078350887,127.0322883094826
37.513878986739144,127.04028830948259
37.51734308835428,127.0422883094826
37.50695078350887,127.0482883094826
37.50695078350887,127.0562883094826
37.50695078350887,127.0482883094826
37.50695078350887,127.05228830948259
37.50695078350887,127.05228830948259
37.50695078350887,127.0482883094826
37.513878986739144,127.04028830948259
37.50695078350887,127.0322883094826
37.524271291584554,127.0382883094826
37.52080718996942,127.0442883094826
37.52080718996942,127.0322883094826
37.524271291584554,127.04628830948259
37.524271291584554,127.0302883094826
37.50348668189373,127.0422883094826
37.50695078350887,127.04028830948259
37.50348668189373,127.04628830948259
37.52080718996942,127.0362883094826
37.5277353931997,127.0442883094826
37.513878986739144,127.0322883094826
37.50348668189373,127.04628830948259
37.500022580278596,127.0482883094826
37.51041488512401,127.04628830948259
37.500022580278596,127.05228830948259
37.500022580278596,127.0482883094826
37.500022580278596,127.05228830948259
37.49655847866346,127.0502883094826
37.50695078350887,127.02828830948259
37.524271291584554,127.0262883094826
37.524271291584554,127.0262883094826
37.52080718996942,127.0242883094826
37.513878986739144,127.02828830948259
37.51041488512401,127.0422883094826
37.513878986739144,127.0482883094826
37.500022580278596,127.04028830948259
37.500022580278596,127.0362883094826
37.49655847866346,127.03428830948259
37.49655847866346,127.0422883094826
37.50348668189373,127.0382883094826
37.500022580278596,127.0442883094826
37.513878986739144,127.0242883094826
37.513878986739144,127.02828830948259
37.513878986739144,127.0242883094826
37.50348668189373,127.0302883094826
37.52080718996942,127.02828830948259
37.5277353931997,127.02828830948259
37.50348668189373,127.04628830948259
37.51734308835428,127.04628830948259
37.50348668189373,127.0422883094826
37.51734308835428,127.0382883094826
37.50348668189373,127.0302883094826
37.51734308835428,127.0422883094826
37.50348668189373,127.0382883094826
37.51734308835428,127.0302883094826
37.51041488512401,127.04628830948259
37.51734308835428,127.04628830948259
37.513878986739144,127.0362883094826
37.51041488512401,127.0422883094826
37.51041488512401,127.03428830948259
37.50695078350887,127.0562883094826
37.50348668189373,127.0542883094826
37.51734308835428,127.0382883094826
37.51041488512401,127.03428830948259
37.51041488512401,127.0502883094826
37.51041488512401,127.0502883094826
37.51041488512401,127.0542883094826
37.51041488512401,127.0542883094826
37.51734308835428,127.0502883094826
37.50348668189373,127.0502883094826
37.52080718996942,127.0362883094826
37.524271291584554,127.0422883094826
37.51734308835428,127.0502883094826
37.5277353931997,127.0362883094826
37.524271291584554,127.0382883094826
37.50695078350887,127.0562883094826
37.50348668189373,127.0422883094826
37.51734308835428,127.0382883094826
37.513878986739144,127.0562883094826
37.50695078350887,127.0362883094826
37.51734308835428,127.0422883094826
37.51041488512401,127.0302883094826
37.513878986739144,127.04028830948259
37.50348668189373,127.0422883094826
37.51734308835428,127.0302883094826
37.513878986739144,127.0322883094826
37.50695078350887,127.04028830948259
37.500022580278596,127.0362883094826
37.49655847866346,127.0422883094826
37.51041488512401,127.04628830948259
37.51041488512401,127.0262883094826
37.51041488512401,127.0262883094826
37.51041488512401,127.02228830948259
37.51734308835428,127.0262883094826
37.51734308835428,127.0262883094826
37.513878986739144,127.0482883094826
37.513878986739144,127.04028830948259
37.50695078350887,127.0362883094826
37.513878986739144,127.0322883094826
37.50695078350887,127.04028830948259
37.50348668189373,127.0422883094826
37.51041488512401,127.03428830948259
37.51041488512401,127.0382883094826
37.50695078350887,127.0442883094826
37.513878986739144,127.0442883094826
37.513878986739144,127.0362883094826
37.51734308835428,127.0422883094826
37.50348668189373,127.0382883094826
37.500022580278596,127.02828830948259
37.513878986739144,127.05228830948259
37.513878986739144,127.0482883094826
37.513878986739144,127.05228830948259
37.513878986739144,127.0482883094826
37.513878986739144,127.0562883094826
37.513878986739144,127.0562883094826
37.524271291584554,127.03428830948259
37.52080718996942,127.0362883094826
37.524271291584554,127.0422883094826
37.52080718996942,127.04028830948259
37.52080718996942,127.0442883094826
37.5277353931997,127.04028830948259
37.51734308835428,127.04628830948259
37.5277353931997,127.0362883094826
37.52080718996942,127.0322883094826
37.513878986739144,127.0362883094826
37.5277353931997,127.0322883094826
37.50348668189373,127.03428830948259
37.50348668189373,127.03428830948259
37.513878986739144,127.0362883094826
37.513878986739144,127.02828830948259
37.50348668189373,127.0382883094826
37.5277353931997,127.0482883094826
37.500022580278596,127.0322883094826
37.500022580278596,127.0442883094826
37.49655847866346,127.0302883094826
37.49655847866346,127.0382883094826
37.49655847866346,127.04628830948259
37.50695078350887,127.0442883094826
37.50695078350887,127.0242883094826
37.50695078350887,127.02828830948259
37.50695078350887,127.0242883094826
37.50348668189373,127.04628830948259
37.51041488512401,127.0382883094826
37.50695078350887,127.05228830948259
37.500022580278596,127.0362883094826
37.50348668189373,127.03428830948259
37.51734308835428,127.03428830948259
37.51734308835428,127.04628830948259
37.513878986739144,127.04028830948259
37.51041488512401,127.0382883094826
37.50695078350887,127.0362883094826
37.51041488512401,127.04628830948259
37.51041488512401,127.0302883094826
37.51734308835428,127.0422883094826
37.50348668189373,127.03428830948259
37.51734308835428,127.0382883094826
37.51734308835428,127.04628830948259
37.513878986739144,127.0442883094826
37.51734308835428,127.0502883094826
37.51734308835428,127.0502883094826
37.50348668189373,127.0502883094826
37.50348668189373,127.0502883094826
37.51734308835428,127.03428830948259
37.51734308835428,127.0542883094826
37.52080718996942,127.04028830948259
37.524271291584554,127.03428830948259
37.50348668189373,127.0542883094826
37.51734308835428,127.0542883094826
37.524271291584554,127.0382883094826
37.5277353931997,127.04028830948259
37.52080718996942,127.04028830948259
37.51041488512401,127.05828830948259
37.51041488512401,127.0422883094826
